IDCLIENTE,CLIENTE,USUARIOS,EJECUTIVO,TIPO DE DESCUENTO,%DESCUENTO,DIRECCION,ZONA,TIPO DE CLIENTE,GPS CLIENTE,TELEFONO,CORREO,REGFENTE,REDES SOCIALES,ASISTENTE DE FARMACIAS,ENCARGADO DE FARMACIA,priodidad,MES DE ACTIVACION,UNION,ESTATUS,CODIGO DE BRICK,DESCRIPCION IMS 
FARMACIA FAMILIA Y HOGAR - CALLE JUNCAL LOCAL 0-52 BARRIO GUAMA,FARMACIA FAMILIA Y HOGAR - CALLE JUNCAL LOCAL 0-52 BARRIO GUAMA,vjimenez@distrilabve.com,,VOLUMEN,,,,EN RUTA,,,,,,,,,,9,,,
FARMACIA FARMAPLAZA PLC - AV ENTRE CALLE BOLIVAR Y SUCRE BOULE,FARMACIA FARMAPLAZA PLC - AV ENTRE CALLE BOLIVAR Y SUCRE BOULE,vjimenez@distrilabve.com,,VOLUMEN,,,,EN RUTA,,,,,,,,,,7,,,
FARMACIA HIPER AHORROS - INTERSECCIâ•™N DE LA CALLE GUARAGUAO Y,FARMACIA HIPER AHORROS - INTERSECCIâ•™N DE LA CALLE GUARAGUAO Y,vjimenez@distrilabve.com,,VOLUMEN,,,,EN RUTA,,,,,,,,,,10,,,
"FARMACIA J.G.H. 2020, C.A. - AV 5 DE JULIO ENTRE CALLE ANZOATEGUI","FARMACIA J.G.H. 2020, C.A. - AV 5 DE JULIO ENTRE CALLE ANZOATEGUI",vjimenez@distrilabve.com,,VOLUMEN,,,,EN RUTA,,,,,,,,,,8,,,
FARMACIA JGH MAUX - LOCAL Nâ–‘62 CASCO CENTRAL PUERTO LA C,FARMACIA JGH MAUX - LOCAL Nâ–‘62 CASCO CENTRAL PUERTO LA C,vjimenez@distrilabve.com,,VOLUMEN,,,,EN RUTA,,,,,,,,,,8,,,
FARMACIA Y SUMINISTROS ESTETOS - AV APAMATE CASA A-25B LOCAL ANEXO U,FARMACIA Y SUMINISTROS ESTETOS - AV APAMATE CASA A-25B LOCAL ANEXO U,vjimenez@distrilabve.com,,VOLUMEN,,,,EN RUTA,,,,,,,,,,9,,,
FCIA MEDIPUERTO VIRGEN DEL VAL - CALLE ESPERANZA LOCAL N 24 SECTOR PU,FCIA MEDIPUERTO VIRGEN DEL VAL - CALLE ESPERANZA LOCAL N 24 SECTOR PU,vjimenez@distrilabve.com,,VOLUMEN,,,,EN RUTA,,,,,,,,,,9,,,
ARABELLA -FARMATODO - AV NUEVA ESPARTA SECT LAS GARZAS,ARABELLA -FARMATODO - AV NUEVA ESPARTA SECT LAS GARZAS,vjimenez@distrilabve.com,,VOLUMEN,,,,EN RUTA,,,,,,,,,,3,,,
MARIAS -FARMATODO - CARRE 36 AV DR ILDEMARO LOVERA URB B,MARIAS -FARMATODO - CARRE 36 AV DR ILDEMARO LOVERA URB B,vjimenez@distrilabve.com,,VOLUMEN,,,,EN RUTA,,,,,,,,,,3,,,
SERRANIA -FARMATODO - AV FUERZAS ARMADAS C.C.NEVERI PLAZA,SERRANIA -FARMATODO - AV FUERZAS ARMADAS C.C.NEVERI PLAZA,vjimenez@distrilabve.com,,VOLUMEN,,,,EN RUTA,,,,,,,,,,2,,,
DAVID -FARMATODO - CLLE MARIâ•¤O C/LIC URBANEJA PIâ•¤ONAL,DAVID -FARMATODO - CLLE MARIâ•¤O C/LIC URBANEJA PIâ•¤ONAL,vjimenez@distrilabve.com,,VOLUMEN,,,,EN RUTA,,,,,,,,,,1,,,
PLAYA LIDO -FARMATODO - AV LECHERIAS URB ROMULO GALLEGOS,PLAYA LIDO -FARMATODO - AV LECHERIAS URB ROMULO GALLEGOS,vjimenez@distrilabve.com,,VOLUMEN,,,,EN RUTA,,,,,,,,,,2,,,
Todohogar Barcelona Chica,Todohogar Barcelona Chica,vjimenez@distrilabve.com,,VOLUMEN,,,,EN RUTA,,,,,,,,,,,,,
"FARMACIA JGH CENTRO, C.A","FARMACIA JGH CENTRO, C.A",rvina@distrilabve.com,Rafael Viña,VOLUMEN,,AV PEDRO MARIA FREITES LOCAL NRO 54,Barcelona Edo. Anzoátegui,,,,,,,,,,,,EN RUTA,,
Todohogar Lecheria,Todohogar Lecheria,vjimenez@distrilabve.com,,VOLUMEN,,,,EN RUTA,,,,,,,,,,,,,
Todohogar Intercomunal,Todohogar Intercomunal,vjimenez@distrilabve.com,,VOLUMEN,,,,EN RUTA,,,,,,,,,,,,,
Todohogar Guanta,Todohogar Guanta,vjimenez@distrilabve.com,,VOLUMEN,,,,EN RUTA,,,,,,,,,,,,,
Todohogar Colinas,Todohogar Colinas,vjimenez@distrilabve.com,,VOLUMEN,,,,EN RUTA,,,,,,,,,,,,,
Hiper Ahorro Venecia,Hiper Ahorro Venecia,vjimenez@distrilabve.com,,VOLUMEN,,,,EN RUTA,,,,,,,,,,,,,
Hiper Ahorro Aikoz Lecheria,Hiper Ahorro Aikoz Lecheria,vjimenez@distrilabve.com,,VOLUMEN,,,,EN RUTA,,,,,,,,,,,,,
Hiper Ahorro Barcelona,Hiper Ahorro Barcelona,vjimenez@distrilabve.com,,VOLUMEN,,,,EN RUTA,,,,,,,,,,,,,
Farmacia 24/7 Sucursal Las Casitas,Farmacia 24/7 Sucursal Las Casitas,vjimenez@distrilabve.com,,VOLUMEN,,,,EN RUTA,,,,,,,,,,,,,
Farmacia CÃ©ntrica,Farmacia CÃ©ntrica,vjimenez@distrilabve.com,,VOLUMEN,,,,EN RUTA,,,,,,,,,,,,,
NEGOCIACIONES COBECA,NEGOCIACIONES COBECA,vjimenez@distrilabve.com,,VOLUMEN,,,,EN RUTA,,,,,,,,,,,,,
FARMASHOP,FARMASHOP,vjimenez@distrilabve.com,,VOLUMEN,,,,EN RUTA,,,,,,,,,,,,,
Saas Nueva Botica,Saas Nueva Botica,vjimenez@distrilabve.com,,VOLUMEN,,,,EN RUTA,,,,,,,,,,9,,,
Saas El Morro,Saas El Morro,vjimenez@distrilabve.com,,VOLUMEN,,,,EN RUTA,,,,,,,,,,,,,
"Farmacia los cerrajones, c.a. fsi","Farmacia los cerrajones, c.a. fsi",myanez@distrilabve.com,,VOLUMEN,,,Barquisimeto,EN RUTA,,,,Lara,,,,,,5,DATOS DEL CLIENTE INCOMPLETO,0303,
San valentin bolivar FSI,San valentin bolivar FSI,myanez@distrilabve.com,,VOLUMEN,,,Barquisimeto,EN RUTA,,,,Lara,,,,,,7,DATOS DEL CLIENTE INCOMPLETO,3006,
"Farmacia farma full, c.a","Farmacia farma full, c.a",myanez@distrilabve.com,,VOLUMEN,,,Barquisimeto,EN RUTA,,,,Lara,,,,,,9,DATOS DEL CLIENTE INCOMPLETO,0303,
"Farmacia guadalupe 1988, c.a","Farmacia guadalupe 1988, c.a",myanez@distrilabve.com,,VOLUMEN,,,Barquisimeto,EN RUTA,,,,Lara,,,,,,9,DATOS DEL CLIENTE INCOMPLETO,0303,
"Farma fabio capital , c.a.","Farma fabio capital , c.a.",myanez@distrilabve.com,,VOLUMEN,,,Barquisimeto,EN RUTA,,,,Lara,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0303,
"Farmaignacio barrio union, c.a.","Farmaignacio barrio union, c.a.",myanez@distrilabve.com,,VOLUMEN,,,Barquisimeto,EN RUTA,,,,Lara,,,,,,6,DATOS DEL CLIENTE INCOMPLETO,0305,
Nuevo siglo babilon,Nuevo siglo babilon,myanez@distrilabve.com,,VOLUMEN,,,Barquisimeto,EN RUTA,,,,Lara,,,,,,6,DATOS DEL CLIENTE INCOMPLETO,0305,
"Farmacia la fe en dios 21, c.a.","Farmacia la fe en dios 21, c.a.",myanez@distrilabve.com,,VOLUMEN,,,Tamaca,EN RUTA,,,,Lara,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3026,
"Farmavida's, c.a.","Farmavida's, c.a.",myanez@distrilabve.com,,VOLUMEN,,,Cuji,EN RUTA,,,,Lara,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3026,
Nuevo siglo metropolis nivel agua,Nuevo siglo metropolis nivel agua,myanez@distrilabve.com,,VOLUMEN,,,Barquisimeto,EN RUTA,,,,Lara,,,,,,5,DATOS DEL CLIENTE INCOMPLETO,0308,
Farmacia san ignacio principal,Farmacia san ignacio principal,myanez@distrilabve.com,,VOLUMEN,,,Barquisimeto,EN RUTA,,,,Lara,,,,,,6,DATOS DEL CLIENTE INCOMPLETO,0308,
"Farmaignacio florencio, c.a.","Farmaignacio florencio, c.a.",myanez@distrilabve.com,,VOLUMEN,,,Barquisimeto,EN RUTA,,,,Lara,,,,,,6,DATOS DEL CLIENTE INCOMPLETO,0308,
Farmaignacio sisal,Farmaignacio sisal,myanez@distrilabve.com,,VOLUMEN,,,Barquisimeto,EN RUTA,,,,Lara,,,,,,6,DATOS DEL CLIENTE INCOMPLETO,0308,
"Santa isabel del oeste , c.a. FSI","Santa isabel del oeste , c.a. FSI",myanez@distrilabve.com,,VOLUMEN,,,Barquisimeto,EN RUTA,,,,Lara,,,,,,6,DATOS DEL CLIENTE INCOMPLETO,0308,
"Farmacia san valemtin pavia, c.a.","Farmacia san valemtin pavia, c.a.",myanez@distrilabve.com,,VOLUMEN,,,Barquisimeto,FUERA DE RUTA,,,,Lara,,,,,,7,DATOS DEL CLIENTE INCOMPLETO,3004,
"Farmaignacio miguel angel, c.a.","Farmaignacio miguel angel, c.a.",myanez@distrilabve.com,,VOLUMEN,,,Barquisimeto,EN RUTA,,,,Lara,,,,,,7,DATOS DEL CLIENTE INCOMPLETO,0308,
Nuevo siglo metropolis sol,Nuevo siglo metropolis sol,myanez@distrilabve.com,,VOLUMEN,,,,EN RUTA,,,,,,,,,,7,DATOS DEL CLIENTE INCOMPLETO,0308,
"Famaignacio metropolis , c.a.","Famaignacio metropolis , c.a.",myanez@distrilabve.com,,VOLUMEN,,,Barquisimeto,EN RUTA,,,,Lara,,,,,,8,DATOS DEL CLIENTE INCOMPLETO,0308,
"Farmaignacio oeste II, C.A.","Farmaignacio oeste II, C.A.",myanez@distrilabve.com,,VOLUMEN,,,Barquisimeto,EN RUTA,,,,Lara,,,,,,8,DATOS DEL CLIENTE INCOMPLETO,0308,
Farmacia pastor oropeza sak,Farmacia pastor oropeza sak,myanez@distrilabve.com,,VOLUMEN,,,Barquisimeto,FUERA DE RUTA,,,,Lara,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0308,
"La ceiba sucursal, c.a.","La ceiba sucursal, c.a.",myanez@distrilabve.com,,VOLUMEN,,,Barquisimeto,EN RUTA,,,,Lara,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0312,
Farmaignacio ft la 33,Farmaignacio ft la 33,myanez@distrilabve.com,,VOLUMEN,,,Barquisimeto,EN RUTA,,,,Lara,,,,,,6,DATOS DEL CLIENTE INCOMPLETO,0319,
"Farmacia san ignacio el tocuyo, c.a.","Farmacia san ignacio el tocuyo, c.a.",myanez@distrilabve.com,,VOLUMEN,,,Barquisimeto,EN RUTA,,,,Lara,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0319,
Farmacia girasol centro,Farmacia girasol centro,myanez@distrilabve.com,,VOLUMEN,,,Barquisimeto,EN RUTA,,,,Lara,,,,,,7,DATOS DEL CLIENTE INCOMPLETO,0320,
"Farmacia la 37 , c.a. FSI","Farmacia la 37 , c.a. FSI",myanez@distrilabve.com,,VOLUMEN,,,Barquisimeto,EN RUTA,,,,Lara,,,,,,7,DATOS DEL CLIENTE INCOMPLETO,0320,
"Farmaignacio la 20, c.a. FSI","Farmaignacio la 20, c.a. FSI",myanez@distrilabve.com,,VOLUMEN,,,Barquisimeto,EN RUTA,,,,Lara,,,,,,8,DATOS DEL CLIENTE INCOMPLETO,0320,
"Farmacia digenca la 37 , c.a.","Farmacia digenca la 37 , c.a.",myanez@distrilabve.com,,VOLUMEN,,,Barquisimeto,EN RUTA,,,,Lara,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0320,
Farmacia sak principal,Farmacia sak sucursal,myanez@distrilabve.com,,VOLUMEN,,,Barquisimeto,FUERA DE RUTA,,,,Lara,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0320,
"Farmacia yudibeth, c.a. FSI","Farmacia yudibeth, c.a. FSI",myanez@distrilabve.com,,VOLUMEN,,,Barquisimeto,EN RUTA,,,,Lara,,,,,,6,DATOS DEL CLIENTE INCOMPLETO,0323,
"Farmacia la 50, c.a. fsi","Farmacia la 50, c.a. fsi",myanez@distrilabve.com,,VOLUMEN,,,Barquisimeto,EN RUTA,,,,Lara,,,,,,7,DATOS DEL CLIENTE INCOMPLETO,0326,
"Farmacia la 19, c.a. FSI","Farmacia la 19, c.a. FSI",myanez@distrilabve.com,,VOLUMEN,,,Barquisimeto,EN RUTA,,,,Lara,,,,,,8,DATOS DEL CLIENTE INCOMPLETO,0326,
"Farmacia el recreo , c.a. fsi","Farmacia el recreo , c.a. fsi",myanez@distrilabve.com,,VOLUMEN,,,Barquisimeto,EN RUTA,,,,Lara,,,,,,7,DATOS DEL CLIENTE INCOMPLETO,0327,
"Farmaignacio la 55, c.a.","Farmaignacio la 55, c.a.",myanez@distrilabve.com,,VOLUMEN,,,Barquisimeto,EN RUTA,,,,Lara,,,,,,8,DATOS DEL CLIENTE INCOMPLETO,0327,
"Farmacia angely, c.a. FSI","Farmacia angely, c.a. FSI",myanez@distrilabve.com,,VOLUMEN,,,Barquisimeto,EN RUTA,,,,Lara,,,,,,6,DATOS DEL CLIENTE INCOMPLETO,0329,
"Farmaignacio la 19 con 42 , c.a. FSI","Farmaignacio la 19 con 42 , c.a. FSI",myanez@distrilabve.com,,VOLUMEN,,,Batquisimeto,EN RUTA,,,,Lara,,,,,,6,DATOS DEL CLIENTE INCOMPLETO,0329,
"Farmacia mega center, c.a. FSI","Farmacia mega center, c.a. FSI",myanez@distrilabve.com,,VOLUMEN,,,Barquisimeto,EN RUTA,,,,Lara,,,,,,5,DATOS DEL CLIENTE INCOMPLETO,0329,
"Farmacia san judas oeste , c.a.","Farmacia san judas oeste , c.a.",myanez@distrilabve.com,,VOLUMEN,,,Barquisimeto,EN RUTA,,,,Lara,,,,,,7,DATOS DEL CLIENTE INCOMPLETO,3006,
"Farmacia pharma vida y salud 23, c.a.","Farmacia pharma vida y salud 23, c.a.",myanez@distrilabve.com,,VOLUMEN,,,Quibor,EN RUTA,,,,Lara,,,,,,7,DATOS DEL CLIENTE INCOMPLETO,3014,
Farmacia San Ignacio de Loyola II,Farmacia San Ignacio de Loyola II,myanez@distrilabve.com,,VOLUMEN,,,Quibor,EN RUTA,,,,Lara,,,,,,7,DATOS DEL CLIENTE INCOMPLETO,3014,
"Multifarma 07, c.a.","Multifarma 07, c.a.",myanez@distrilabve.com,,VOLUMEN,,,Quibor,EN RUTA,,,,Lara,,,,,,7,DATOS DEL CLIENTE INCOMPLETO,3014,
"Farmacia farmax, c.a. quibor","Farmacia farmax, c.a. quibor",myanez@distrilabve.com,,VOLUMEN,,,Quibor,EN RUTA,,,,Lara,,,,,,8,DATOS DEL CLIENTE INCOMPLETO,3014,
"Farmacenter plus , c.a. farmax","Farmacenter plus , c.a. farmax",myanez@distrilabve.com,,VOLUMEN,,,Quibor,EN RUTA,,,,Lara,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3014,
"FARMACIA SAN IGNACIO DE EL TOCUYO, C.A.","FARMACIA SAN IGNACIO DE EL TOCUYO, C.A.",myanez@distrilabve.com,,VOLUMEN,,,Tocuyo,EN RUTA,,,,Lara,,,,,,3,DATOS DEL CLIENTE INCOMPLETO,3018,
"Farmacia el tocuyo farmax, c.a.","Farmacia el tocuyo farmax, c.a.",myanez@distrilabve.com,,VOLUMEN,,,Tocuyo,EN RUTA,,,,Lara,,,,,,7,DATOS DEL CLIENTE INCOMPLETO,3018,
"Farmacia miraflores del tocuyo, c.a.","Farmacia miraflores del tocuyo, c.a.",myanez@distrilabve.com,,VOLUMEN,,,Tocuyo,EN RUTA,,,,Lara,,,,,,8,DATOS DEL CLIENTE INCOMPLETO,3018,
"Farmacia el rosario del tocuyo, c.a. roca","Farmacia el rosario del tocuyo, c.a. roca",myanez@distrilabve.com,,VOLUMEN,,,Tocuyo,EN RUTA,,,,Lara,,,,,,9,DATOS DEL CLIENTE INCOMPLETO,3018,
"Farmacia bethel farmax , c.a","Farmacia bethel farmax , c.a",myanez@distrilabve.com,,VOLUMEN,,,Tocuyo,EN RUTA,,,,Lara,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3018,
"Farmacia darsar, c.a. roca","Farmacia darsar, c.a. roca",myanez@distrilabve.com,,VOLUMEN,,,Tocuyo,EN RUTA,,,,Lara,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3018,
"Farmacia roca 2023, c.a.","Farmacia roca 2023, c.a.",myanez@distrilabve.com,,VOLUMEN,,,Guarico,EN RUTA,,,,Lara,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3019,
Farmakoox centro tocuyo,Farmakoox centro tocuyo,myanez@distrilabve.com,,VOLUMEN,,,Tocuyo,EN RUTA,,,,Lara,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3018,
Farmakoox principal,Farmakoox principal,myanez@distrilabve.com,,VOLUMEN,,,Tocuyo,FUERA DE RUTA,,,,Lara,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3018,
Farmacia milagrosa 2019,Farmacia milagrosa 2019,myanez@distrilabve.com,,VOLUMEN,,,Duaca,EN RUTA,,,,Lara,,,,,,6,DATOS DEL CLIENTE INCOMPLETO,3026,
"Farmacia alianza 2020, c.a. FSI","Farmacia alianza 2020, c.a. FSI",myanez@distrilabve.com,,VOLUMEN,,,Tamaca,EN RUTA,,,,Lara,,,,,,5,DATOS DEL CLIENTE INCOMPLETO,3026,
"Farmacia el esfuerzo, c.a. FSI","Farmacia el esfuerzo, c.a. FSI",myanez@distrilabve.com,,VOLUMEN,,,Tamaca,EN RUTA,,,,Lara,,,,,,6,DATOS DEL CLIENTE INCOMPLETO,3026,
"Farmacia la ceiba , c.a.","Farmacia la ceiba , c.a.",myanez@distrilabve.com,,VOLUMEN,,,Cuji,EN RUTA,,,,Lara,,,,,,8,DATOS DEL CLIENTE INCOMPLETO,3026,
"Farmacia torre david, c.a.","Farmacia torre david, c.a.",myanez@distrilabve.com,,VOLUMEN,,,Cuji,EN RUTA,,,,Lara,,,,,,8,DATOS DEL CLIENTE INCOMPLETO,3026,
Farmacia cuji tamaca 1 cuji,Farmacia cuji tamaca 1 cuji,myanez@distrilabve.com,,VOLUMEN,,,Cuji,EN RUTA,,,,Lara,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3026,
Farmacia girasol 1421,Farmacia girasol 1421,myanez@distrilabve.com,,VOLUMEN,,,Cuji,FUERA DE RUTA,,,,Lara,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3026,
"Superfarma sanare, c.a. FSI","Superfarma sanare, c.a. FSI",myanez@distrilabve.com,,VOLUMEN,,,Sanare,EN RUTA,,,,Lara,,,,,,6,DATOS DEL CLIENTE INCOMPLETO,3028,
"Farmacia social, c.a.","Farmacia social, c.a.",myanez@distrilabve.com,,VOLUMEN,,,Sanare,EN RUTA,,,,Lara,,,,,,7,DATOS DEL CLIENTE INCOMPLETO,3028,
"Farmacia ladenina , c.a sanare","Farmacia ladenina , c.a sanare",myanez@distrilabve.com,,VOLUMEN,,,Sanare,FUERA DE RUTA,,,,Lara,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3028,
"Farmacia la pica, c.a. FSI","Farmacia la pica, c.a. FSI",myanez@distrilabve.com,,VOLUMEN,,,Carora,EN RUTA,,,,Lara,,,,,,4,DATOS DEL CLIENTE INCOMPLETO,3040,
"Farmacia nuevo siglo carora 1, c.a.","Farmacia nuevo siglo carora 1, c.a.",myanez@distrilabve.com,,VOLUMEN,,,Carora,EN RUTA,,,,Lara,,,,,,4,DATOS DEL CLIENTE INCOMPLETO,3040,
"Nuevo siglo carora, c.a.","Nuevo siglo carora, c.a.",myanez@distrilabve.com,,VOLUMEN,,,Carora,EN RUTA,,,,Lara,,,,,,4,DATOS DEL CLIENTE INCOMPLETO,3040,
"Farmacia san miguel carora, C.A. FSI","Farmacia san miguel carora, C.A. FSI",myanez@distrilabve.com,,VOLUMEN,,,Carora,EN RUTA,,,,Lara,,,,,,5,DATOS DEL CLIENTE INCOMPLETO,3040,
"Farmacia el rosario , c.a. FSI","Farmacia el rosario , c.a. FSI",myanez@distrilabve.com,,VOLUMEN,,,Carora,EN RUTA,,,,Lara,,,,,,6,DATOS DEL CLIENTE INCOMPLETO,3040,
"Farmacia carora la 14, c.a.","Farmacia carora la 14, c.a.",myanez@distrilabve.com,,VOLUMEN,,,Carora,EN RUTA,,,,Lara,,,,,,7,DATOS DEL CLIENTE INCOMPLETO,3040,
Farmatodo zubillaga hermanos carora,Farmatodo zubillaga hermanos carora,myanez@distrilabve.com,,VOLUMEN,,,Carora,FARMATODO,,,,Lara,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3040,
"Farmacia san ignacio 2021, c.a. FSI","Farmacia san ignacio 2021, c.a. FSI",myanez@distrilabve.com,,VOLUMEN,,,San felipe,EN RUTA,,,,Yaracuy,,,,,,5,DATOS DEL CLIENTE INCOMPLETO,3201,
"Farmacia la 5ta avenida, c.a. FSI","Farmacia la 5ta avenida, c.a. FSI",myanez@distrilabve.com,,VOLUMEN,,,San felipe,EN RUTA,,,,Yaracuy,,,,,,6,DATOS DEL CLIENTE INCOMPLETO,3201,
"Farmacia excelsa pastora, c.a.","Farmacia excelsa pastora, c.a.",myanez@distrilabve.com,,VOLUMEN,,,San felipe,EN RUTA,,,,Yaracuy,,,,,,7,DATOS DEL CLIENTE INCOMPLETO,3201,
Farmacia el panteon,Farmacia el panteon,myanez@distrilabve.com,,VOLUMEN,,,San felipe,EN RUTA,,,,Yaracuy,,,,,,8,DATOS DEL CLIENTE INCOMPLETO,3201,
Farmacia doctoral,Farmacia doctoral,myanez@distrilabve.com,,VOLUMEN,,,San felipe,EN RUTA,,,,Yaracuy,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3201,
El saman farmatodo,El saman farmatodo,myanez@distrilabve.com,,VOLUMEN,,,San felipe,FARMATODO,,,,Yaracuy,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3221,
"Farmacia patria, c.a. farmatodo","Farmacia patria, c.a. farmatodo",myanez@distrilabve.com,,VOLUMEN,,,San felipe,FARMATODO,,,,Yaracuy,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3201,
Las mercedes farmatodo,Las mercedes farmatodo,myanez@distrilabve.com,,VOLUMEN,,,San felipe,FARMATODO,,,,Yaracuy,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3201,
Farmatodo junin san felipe,Farmatodo junin san felipe,myanez@distrilabve.com,,VOLUMEN,,,San felipe,FARMATODO,,,,Yaracuy,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3201,
Farma shop san felipe,Farma shop san felipe,myanez@distrilabve.com,,VOLUMEN,,,San felipe,FUERA DE RUTA,,,,Yaracuy,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3201,
Farma si la puerta san felipe,Farma si la puerta san felipe,myanez@distrilabve.com,,VOLUMEN,,,San felipe,FUERA DE RUTA,,,,Yaracuy,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3201,
Farmacia orthomed san felipe,Farmacia orthomed san felipe,myanez@distrilabve.com,,VOLUMEN,,,San felipe,FUERA DE RUTA,,,,Yaracuy,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3201,
"Farmacia la economia, c.a.","Farmacia la economia, c.a.",myanez@distrilabve.com,,VOLUMEN,,,Chivacoa,EN RUTA,,,,Yaracuy,,,,,,3,DATOS DEL CLIENTE INCOMPLETO,3202,
"Farmacia San Ignacio de Chivacoa, c.a","Farmacia San Ignacio de Chivacoa, c.a",myanez@distrilabve.com,,VOLUMEN,,,Chivacoa,EN RUTA,,,,Yaracuy,,,,,,8,DATOS DEL CLIENTE INCOMPLETO,3202,
"Farmacia social chivacoa, c.a.","Farmacia social chivacoa, c.a.",myanez@distrilabve.com,,VOLUMEN,,,Chivacoa,EN RUTA,,,,Yaracuy,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3202,
Farma si chivacoa,Farma si chivacoa,myanez@distrilabve.com,,VOLUMEN,,,Chivacoa,FUERA DE RUTA,,,,Yaracuy,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3202,
Farmacia nueva alianza H&G Fsi,Farmacia nueva alianza H&G Fsi,myanez@distrilabve.com,,VOLUMEN,,,Yaritagua,EN RUTA,,,,Yaracuy,,,,,,7,DATOS DEL CLIENTE INCOMPLETO,3203,
"Farmacia popular yaritagua, c.a. ( farmacia popular )","Farmacia popular yaritagua, c.a. ( farmacia popular )",myanez@distrilabve.com,,VOLUMEN,,,Yaritagua,EN RUTA,,,,Yaracuy,,,,,,7,DATOS DEL CLIENTE INCOMPLETO,3203,
"Farmacia farmaignacio este, c.a.","Farmacia farmaignacio este, c.a.",myanez@distrilabve.com,,VOLUMEN,,,Yaritagua,EN RUTA,,,,Yaracuy,,,,,,8,DATOS DEL CLIENTE INCOMPLETO,3203,
Farmacia popular yaritagua 2,Farmacia popular yaritagua 2,myanez@distrilabve.com,,VOLUMEN,,,Yaritagua,EN RUTA,,,,Yaracuy,,,,,,9,DATOS DEL CLIENTE INCOMPLETO,3203,
Farmacia FCV yaritagua,Farmacia FCV yaritagua,myanez@distrilabve.com,,VOLUMEN,,,Yaritagua,EN RUTA,,,,Yaracuy,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3203,
Farmacia la milagrosa dos yaritagua,Farmacia la milagrosa dos yaritagua,myanez@distrilabve.com,,VOLUMEN,,,Yaritagua,EN RUTA,,,,Yaracuy,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3203,
Farmacia milagrosa galindez yaritagua,Farmacia milagrosa galindez yaritagua,myanez@distrilabve.com,,VOLUMEN,,,Yaritagua,EN RUTA,,,,Yaracuy,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3203,
"Farmaignacio oeste , c.a.","Farmaignacio oeste , c.a.",myanez@distrilabve.com,,VOLUMEN,,,Barquisimeto,EN RUTA,,,,Lara,,,,,,,DATOS DEL CLIENTE INCOMPLETO,308,
"Farma ofertas de urachiche, c.a.","Farma ofertas de urachiche, c.a.",myanez@distrilabve.com,,VOLUMEN,,,Urachiche,EN RUTA,,,,Yaracuy,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3211,
Farmacia dasa urachiche,Farmacia dasa urachiche,myanez@distrilabve.com,,VOLUMEN,,,Urachiche,EN RUTA,,,,Yaracuy,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3211,
"Farmacia ful, c.a dasa SAN PABLO","Farmacia ful, c.a dasa SAN PABLO",myanez@distrilabve.com,,VOLUMEN,,,San pablo,FUERA DE RUTA,,,,Yaracuy,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3212,
FARMACIA FARMA FERIA,FARMACIA FARMA FERIA,mmendez@distrilabve.com,,VOLUMEN,,,Valencia,EN RUTA,,,,CARABOBO,,,,,,3,DATOS DEL CLIENTE INCOMPLETO,0210,
F.FARMA LARA C.A,F.FARMA LARA C.A,mmendez@distrilabve.com,,VOLUMEN,,,Valencia,EN RUTA,,,,CARABOBO,,,,,,3,DATOS DEL CLIENTE INCOMPLETO,201,
ISABELICA,ISABELICA,mmendez@distrilabve.com,,VOLUMEN,,,Valencia,EN RUTA,,,,CARABOBO,,,,,,3,DATOS DEL CLIENTE INCOMPLETO,208,
SHEKINA,SHEKINA,mmendez@distrilabve.com,,VOLUMEN,,,,EN RUTA,,,,,,,,,,4,,206,
